ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
70173,City of Clinton,,IA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofclintoniowa.gov/215/MTA-Transit,weak_shared_token,registry:clinton-municipal-transit-administration-clinton-mta
70180,Reno County,Reno County Area Transit,KS,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.renocountyks.gov/Routes-Fares.,no_candidate,
70183,Scotts Bluff Public Transit,Tri City Roadrunner,NE,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://tricityroadrunner.com/,no_candidate,
70200,Kimball County Public Transit,,NE,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://ridekcts.com/,weak_shared_token,registry:kimball-county-transit-service
70227,City of Liberal,Liberal City Bus,KS,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://cityofliberal.org/208/City-Bus,no_candidate,
70242,10-15 Regional Transit Agency,10-15 Transit,IA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://www.1015transit.com/,registry_name_exact,registry:10-15-transit
70248,Lyon County,Lyon County Transportation,KS,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.lyoncountyks.gov/176/LCAT,no_candidate,
70260,City of Mason City,Mason City Transit,IA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.masoncity.net,registry_name_exact,registry:mason-city-public-transit
70271,"Kansas City, City of Missouri",Kansas City Streetcar,MO,Full Reporter,"City, County or Local Government Unit or Department of Transportation",kcstreetcar.org,weak_shared_token,registry:kansas-city-area-transportation-authority-kcata
77086,New Bourbon Regional Port Authority,,MO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://spexternal.modot.mo.gov/sites/cm/CORDT/cmr18-002_NewBourbon.pdf,no_candidate,
80001,Utah Transit Authority,,UT,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.rideuta.com/,registry_name_exact,registry:utah-transit-authority-uta
80002,City of Sioux Falls,Sioux Area Metro,SD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.siouxareametro.org/,registry_name_exact,registry:sioux-area-metro-sam
80003,City of Fargo,Metropolitan Area Transit,ND,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.matbus.com/,no_candidate,
80004,City of Billings,Billings Metropolitan Transit System,MT,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.billingsmt.gov/3042/MET,no_candidate,
80005,City of Colorado Springs,Mountain Metropolitan Transit,CO,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://coloradosprings.gov/mountain-metro,registry_name_exact,"registry:mountain-metropolitan-transit,mountain-metropolitan-transit-2356"
80006,Denver Regional Transportation District,RTD-Denver,CO,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rtd-denver.com/,registry_ntd_id,"registry:regional-transportation-district,regional-transportation-district-rtd-178"
80007,City of Pueblo,Pueblo Transit,CO,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://pueblo.us/104/Pueblo-Transit,registry_name_exact,registry:pueblo-transit-2232
80008,City of Grand Forks,,ND,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.grandforksgov.com/bus/,no_candidate,
80009,Missoula Urban Transportation District,Mountain Line,MT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mountainline.com/,registry_name_exact,registry:mountain-line
80010,"Greeley, City Of",Greeley Evans Transit,CO,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.GreeleyEvansTransit.com/,registry_name_exact,registry:greeley-evans-transit-get-2076
80011,City of Fort Collins,Transfort,CO,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridetransfort.com,registry_domain,registry:transfort-city-of-fort-collins-transfort
80012,Great Falls Transit District,,MT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gftransit.com/,no_candidate,
80013,City of Casper,Casper Area Transit,WY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.casperareatransit.org,no_candidate,
80014,City of Rapid City,Rapid Transit System,SD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.rapidride.org/,no_candidate,
80016,County of Mesa,Grand Valley Transit,CO,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://gvt.mesacounty.us/,registry_name_exact,registry:grand-valley-transit
80018,Fort Peck Tribes,Fort Peck Transit Dial-A-Ride,MT,Reduced Reporter,Tribe,https://fortpecktribes.org,no_candidate,
80019,Bis-Man Transit Board,Bis-Man Transit,ND,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.bismantransit.com/,no_candidate,
80020,The City of Cheyenne,Cheyenne Transit Program,WY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cheyennecity.org/transit,no_candidate,
80025,"City of Loveland, Colorado",City of Loveland Transit,CO,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.lovgov.org/services/public-works/bus-service,catalog_name_exact,mdb:mdb-2161
80026,City of St. George,SunTran,UT,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://sgcity.org/suntran/,weak_shared_token,registry:suntran-utah
80028,Cache Valley Transit District,Connect Transit,UT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rideconnectutah.gov,registry_name_exact,registry:cache-valley-transit-district
80107,University of Montana,ASUM Transportation,MT,Full Reporter,University,http://umt.edu/transportation/,registry_name_exact,registry:university-of-montana-udash
80119,City of Black Hawk,The Black Hawk & Central City Tramway,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofblackhawk.org/public-works/page/shuttle-service,weak_shared_token,"registry:blackhawk-and-central-city-tramway,blackhawk-and-central-city-tramway-2041,south-central-council-of-governments-sccog"
80121,Fremont County Association of Governments,Wind River Transportation Authority,WY,Rural Reporter,"MPO, COG or Other Planning Agency",https://gowrta.com/,no_candidate,
80140,University of Wyoming,,WY,Rural Reporter,University,http://www.uwyo.edu/tap/transit/index.html,no_candidate,
80150,Gunnison Valley Rural Transportation Authority,Gunnison Valley RTA,CO,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.gunnisonvalleyrta.org,registry_name_fuzzy,registry:gunnison-valley-rta (jaccard 0.60)
80155,Eagle County,ECO Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.eaglecounty.us,registry_name_exact,"registry:eco-transit,eco-transit-2061"
80159,Mountain Express,,CO,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.mtnexp.org,registry_name_exact,registry:mountain-express-mtnexp
80161,Summit County,Summit Stage,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.summitstage.com,registry_name_exact,registry:summit-stage
80169,Toole County,Northern Transit Interlocal,MT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://northern.rural-transit.com,no_candidate,
80170,Town of Breckenridge,Free Ride,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.breckfreeride.com,registry_name_fuzzy,registry:breckenridge-free-ride (jaccard 0.75)
80174,Silver Bow County,Butte Silver Bow Transit,MT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.co.silverbow.mt.us/178/Transit-Services,registry_name_exact,registry:butte-silver-bow
80186,City of Steamboat Springs,Steamboat Springs Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.steamboatsprings.net/166/Transit,registry_name_fuzzy,registry:steamboat-springs-transit (jaccard 0.67)
80188,Southern Teton Area Rapid Transit,START Bus,WY,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.startbus.com/,no_candidate,
80189,"Southern Colorado Community Action Agency, Inc.",Road Runner Transit / Ignacio Senior Center,CO,Rural Reporter,Private-Non-Profit Corporation,https://sococaa.org,weak_shared_token,"registry:lake-county-senior-center-transportation-program,mountain-family-center"
80193,Senior Citizens Council,Goose Creek Transit,WY,Rural Reporter,Private-Non-Profit Corporation,http://www.sheridanseniorcenter.org,no_candidate,
80204,Opportunity Link,,MT,Rural Reporter,Private-Non-Profit Corporation,http://opportunitylinkmt.org/north-central-montana-transit/,no_candidate,
80206,City of Durango,Durango Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.durangotransit.com,registry_name_exact,registry:durango-transit
80220,Flathead County,Mountain Climber Transit,MT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://flathead.mt.gov/department-directory/mountain-climber,weak_shared_token,registry:mountain-line
80221,Northeastern Colorado Association of Local Governments,County Express / Prairie Express,CO,Rural Reporter,"MPO, COG or Other Planning Agency",https://www.necalg.org/transportation-1,weak_shared_token,"registry:prairie-express-transit,south-central-council-of-governments-sccog,upper-arkansas-area-council-of-governments"
80235,"Human Resource Development Council District IX, Inc.",Galavan / Streamline,MT,Reduced Reporter,Private-Non-Profit Corporation,http://www.streamlinebus.com,weak_shared_token,registry:streamline
80248,Cedar City,,UT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cedarcityut.gov/92/Transportation,no_candidate,
80255,Big Sky Transportation District,Skyline,MT,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.skylinebus.com,no_candidate,
80256,Town of Mountain Village,Mountain Village Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://townofmountainvillage.com/explore/getting-around/,registry_name_exact,registry:town-of-mountain-village
80258,City of Glenwood Springs,Ride Glenwood Springs,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cogs.us/187/Ride-Glenwood-Springs,weak_shared_token,"registry:breckenridge-free-ride,easy-ride-transportation,groome-transportation-colorado-springs-shuttle,steamboat-springs-transit"
80260,Uintah Basin Association of Governments,,UT,Rural Reporter,"MPO, COG or Other Planning Agency",https://www.ubaog.org/basin-transit-association,no_candidate,
80263,Town of Snowmass Village,Village Shuttle,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.snowmasstransit.com/,weak_shared_token,"registry:groome-transportation-colorado-springs-shuttle,snowmass-village-transportation,town-of-mountain-village"
80267,"Senior Resource Development Agency, Pueblo, Inc.",,CO,Reduced Reporter,Private-Non-Profit Corporation,http://www.srda.org/90/Transportation-Services,registry_name_fuzzy,registry:senior-resource-development-agency (jaccard 0.60)
80275,City of Cripple Creek,Cripple Creek Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://cityofcripplecreek.com/departments/transportation-department/,registry_name_exact,registry:cripple-creek-transportation
80280,Archuleta County,Mountain Express Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://archuletacounty.org/681/Transportation-MET,registry_name_exact,registry:mountain-express-mtnexp
80284,Park City Municipal Corporation,,UT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.parkcity.org/departments/transit-bus,no_candidate,
80289,Roaring Fork Transportation Authority,,CO,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.rfta.com,registry_name_exact,"registry:roaring-fork-transportation-authority,roaring-fork-transportation-authority-2278"
80303,City of Minot,Minot City Transit,ND,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.minotnd.org/294/City-Transit,no_candidate,
88116,Northern Cheyenne Tribe,Northern Cheyenne Tribal Transit Program,MT,Reduced Reporter,Tribe,,no_candidate,
88122,Oglala Sioux Tribe,,SD,Reduced Reporter,Tribe,,weak_shared_token,registry:sioux-area-metro-sam
88134,Confederated Salish and Kootenai Tribes,CSKT Transit,MT,Reduced Reporter,Tribe,http://www.cskt.org/,no_candidate,
88164,Chippewa Cree Tribe,,MT,Reduced Reporter,Tribe,http://www.chippewacree.org/,no_candidate,
88170,Fort Belknap Indian Community,Fort Belknap Transit,MT,Reduced Reporter,Tribe,www.ftbelknap.org,no_candidate,
88188,Crow Tribe of Indians,Crow Nation Transit,MT,Reduced Reporter,Tribe,http://www.crow-nsn.gov,no_candidate,
88194,Yankton Sioux Tribe,,SD,Reduced Reporter,Tribe,https://www.yanktonsiouxtribe.net/yst-transit/,weak_shared_token,registry:sioux-area-metro-sam
88200,Ute Tribe,Ute Tribe Transit,UT,Reduced Reporter,Tribe,http://www.utetribe.com/,no_candidate,
88215,"Montrose County Senior Citizens Transportation, Inc.",All Points Transit,CO,Rural Reporter,Private-Non-Profit Corporation,http://www.allpointstransit.org,registry_name_exact,registry:all-points-transit
88225,Town of Winter Park,The Lift,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.TheLiftWP.com,weak_shared_token,registry:winter-park-transit
88226,Town of Telluride,Galloping Goose,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.telluride-co.gov/254/Public-Transportation,registry_name_exact,registry:town-of-telluride
88228,Town of Avon,Avon Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.avon.org/2038/Mobility,registry_name_exact,"registry:avon-transit,avon-transit-2433"
88230,Teller Senior Coalition,TSC Transit,CO,Rural Reporter,Private-Non-Profit Corporation,https://www.tellerseniorcoalition.org/transportation,registry_name_exact,registry:teller-senior-coalition-transit-tsc-transit
88239,High Valley Transit District,,UT,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://highvalleytransit.org/,weak_shared_token,registry:cache-valley-transit-district
88281,Town of Estes Park,The Peak,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://estespark.colorado.gov/transit,registry_name_exact,registry:town-of-estes-park
88288,"Disability Services, Inc.",Envida,CO,Reduced Reporter,Private-Non-Profit Corporation,https://envidacares.org/,registry_name_exact,registry:envida
88293,Park County,Windrider Transit,MT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.parkcounty.org/Government-Departments/Transit/,no_candidate,
88294,San Miguel Authority for Regional Transportation,SMART,CO,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://smarttelluride.colorado.gov/,registry_name_exact,registry:san-miguel-authority-for-regional-transportation-smart
88298,Town of Vail,Vail Transit,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.vail.gov/government/departments/transportation-services/bus-information,registry_name_exact,registry:vail-transit
88299,Clear Creek County,RoundAbout,CO,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.clearcreekcounty.us/857/RoundAbout-Bus-Service,registry_name_exact,registry:clear-creek-county-transit
88305,Eagle Valley Transportation Authority,Core Transit,CO,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://evta.colorado.gov/,no_candidate,
90001,Regional Transportation Commission of Washoe County,,NV,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.rtcwashoe.com/public-transportation/,weak_shared_token,"registry:regional-transportation-commission-of-southern-nevada-rtc-2351,regional-transportation-commission-rtc"
90002,City and County of Honolulu,,HI,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.honolulu.gov/dts.html,no_candidate,
90003,San Francisco Bay Area Rapid Transit District,SF BART,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bart.gov/,registry_ntd_id,registry:bay-area-rapid-transit-bart
90004,Golden Empire Transit District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.getbus.org/,registry_name_exact,registry:golden-empire-transit-district-get
90005,Navajo Nation,,AZ,Reduced Reporter,Tribe,www.navajotransit.navajo-nsn.gov,no_candidate,
90006,Santa Cruz Metropolitan Transit District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.scmtd.com/,registry_domain,registry:santa-cruz-metro-scmtd
90008,City of Santa Monica,Big Blue Bus,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.bigbluebus.com/,registry_ntd_id,registry:big-blue-bus
90009,San Mateo County Transit District,SamTrans,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.samtrans.com/,registry_ntd_id,"registry:samtrans,san-mateo-county-transit-district-samtrans"
90010,City of Torrance,Torrance Transit System,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://Transit.TorranceCA.Gov/,registry_name_exact,registry:torrance-transit
90011,Reno-Sparks Indian Colony,Reno Sparks Indian Colony,NV,Reduced Reporter,Tribe,,no_candidate,
90012,San Joaquin Regional Transit District,San Joaquin RTD,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sanjoaquinrtd.com/,registry_name_exact,"registry:san-joaquin-regional-transit-district,san-joaquin-regional-transit-district-rtd"
90013,Santa Clara Valley Transportation Authority,Valley Transportation Authority,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.vta.org/,registry_ntd_id,registry:santa-clara-valley-transportation-authority-vta
90014,Alameda-Contra Costa Transit District,AC Transit,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.actransit.org/,registry_ntd_id,registry:alameda-contra-costa-transit-district-ac-transit
90015,City and County of San Francisco,San Francisco Municipal Transportation Agency,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.sfmta.com/,registry_ntd_id,"registry:san-francisco-municipal-transportation-agency-sfmta-muni,san-francisco-municipal-transportation-agency-sfmta-muni-2886"
90016,"Golden Gate Bridge, Highway and Transportation District",,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.goldengate.org/,registry_ntd_id,registry:golden-gate-transit
90017,City of Santa Rosa,Santa Rosa CityBus,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.srcity.org/citybus,registry_ntd_id,"registry:santa-rosa-citybus,santa-rosa-citybus-1986"
90019,Sacramento Regional Transit District,Sacramento RT,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sacrt.com/,registry_ntd_id,"registry:sacramento-regional-transit-sacrt,sacramento-regional-transit-sacrt-2137"
90020,Santa Barbara Metropolitan Transit District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sbmtd.gov/,registry_name_exact,registry:santa-barbara-metropolitan-transit-district-mtd
90022,City of Norwalk,Norwalk Transit System,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.norwalk.org/city-hall/departments/norwalk-transit-system-nts,registry_name_exact,"registry:norwalk-transit-system-nts,norwalk-transit-system-nts-2242"
90023,Long Beach Transit,,CA,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,http://www.lbtransit.com/,registry_name_exact,registry:long-beach-transit-lbt
90026,San Diego Metropolitan Transit System,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sdmts.com/,registry_ntd_id,registry:san-diego-international-airport-metropolitan-transit-system-mts
90027,City of Fresno,Fresno Area Express,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.fresno.gov/transportation/,registry_name_exact,registry:fresno-area-express-fax
90029,Omnitrans,OMNI,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.omnitrans.org/,registry_name_exact,registry:omnitrans
90030,North County Transit District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gonctd.com/,registry_name_exact,"registry:north-county-transit-district-nctd,north-county-transit-district-nctd-3093"
90031,Riverside Transit Agency,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.riversidetransit.com/,registry_name_exact,registry:riverside-transit-agency
90032,City of Phoenix,Valley Metro,AZ,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.valleymetro.org/,registry_name_exact,registry:valley-metro-vm
90033,City of Tucson,Sun Tran,AZ,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.tucsonaz.gov/Departments/Transportation-Mobility/Transit-Services-Division,weak_shared_token,"registry:cat-tran-shuttle,cat-tran-shuttle-2206"
90034,City of Glendale,,AZ,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.glendaleaz.com/live/city_services/public_transportation,no_candidate,
90035,Gold Coast Transit District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.goldcoasttransit.org/,registry_ntd_id,registry:gold-coast-transit-south-coast-area-transit
90036,Orange County Transportation Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.octa.net/,registry_ntd_id,registry:orange-county-transportation-authority-octa
90039,City of Culver City,Culver CityBus,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.culvercitybus.com/,atlas_ntd_id,transitland-atlas
90041,City of Montebello,Montebello Bus Lines,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridembl.com/,registry_name_exact,"registry:montebello-bus-lines,montebello-bus-lines-2201"
90042,City of Gardena,GTrans,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.ridegtrans.com,registry_name_exact,"registry:gtrans,gtrans-2270"
90043,City of Commerce,City of Commerce Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.ci.commerce.ca.us/city-hall/transportation,weak_shared_token,registry:commerce-municipal-bus-lines
90044,City of Arcadia,Arcadia Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",ArcadiaCA.gov/Transit,registry_name_exact,"registry:arcadia-transit,arcadia-transit-2243"
90045,Regional Transportation Commission of Southern Nevada,,NV,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rtcsnv.com/,registry_name_exact,registry:regional-transportation-commission-of-southern-nevada-rtc-2351
90050,City of Simi Valley,Simi Valley Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.simivalley.org/departments/public-works/simi-valley-transit,registry_ntd_id,registry:simi-valley-transit
90052,City of Corona,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.CoronaCA.gov/transit,weak_shared_token,registry:corona-cruiser
90061,Yuba-Sutter Transit Authority,,CA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.yubasuttertransit.com/,registry_name_exact,registry:yuba-sutter-transit
90062,Monterey-Salinas Transit,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mst.org/,registry_ntd_id,registry:monterey-salinas-transit-mst
90078,Central Contra Costa Transit Authority,County Connection,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cccta.org/,registry_ntd_id,"registry:county-connection-cccta,county-connection-cccta-2421"
90079,SunLine Transit Agency,SunLine,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.sunline.org/,registry_name_exact,registry:sunline-transit-agency
90087,City of Santa Maria,Santa Maria Regional Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofsantamaria.org/services/departments/department-of-public-works/santa-maria-regional-transit-5008,registry_name_exact,"registry:santa-maria-area-transit,santa-maria-area-transit-2272"
90088,Napa Valley Transportation Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.vinetransit.com/,registry_ntd_id,registry:vine-transit
90089,County of Sonoma,Sonoma County Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.sctransit.com/,registry_ntd_id,registry:sonoma-county-transit-sct
90090,Yolo County Transportation District,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.yolobus.com/,registry_ntd_id,registry:yolobus
90091,City of Visalia,Visalia Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.visalia.city/depts/transportation_services/transit/default.asp,no_candidate,
90092,"City of Fairfield, California",FAST Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://fasttransit.org/,registry_ntd_id,registry:fast-transit
90093,Redding Area Bus Authority,,CA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.rabaride.com/,registry_name_exact,"registry:redding-area-bus-authority,redding-area-bus-authority-3031,redding-area-bus-authority-raba,redding-area-bus-authority-raba-1972"
90119,City of Laguna Beach,Laguna Beach Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.lagunabeachcity.net/live-here/parking-and-transportation/trolleys,registry_name_exact,registry:laguna-beach-transit-lbt
90121,Antelope Valley Transit Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.avta.com/,registry_name_exact,registry:antelope-valley-transit-authority-avta
90131,City of Scottsdale,Scottsdale Trolley,AZ,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.scottsdaleaz.gov/,no_candidate,
90134,Peninsula Corridor Joint Powers Board,Caltrain,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.caltrain.com/,registry_name_exact,registry:caltrain
90136,Regional Public Transportation Authority,Valley Metro,AZ,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.valleymetro.org/,registry_name_exact,registry:valley-metro-vm
90142,"University of California, Davis",Unitrans,CA,Full Reporter,University,http://unitrans.ucdavis.edu,registry_ntd_id,registry:unitrans
90144,Livermore / Amador Valley Transit Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.wheelsbus.com/,registry_ntd_id,registry:livermore-amador-valley-transit-authority
90146,Foothill Transit,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.foothilltransit.org/,registry_name_exact,registry:foothill-transit
90147,City of Los Angeles,,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ladottransit.com/,registry_name_fuzzy,registry:los-angeles-county-metropolitan-transportation-authority-la-metro (jaccard 0.67)
90148,Victor Valley Transit Authority,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.vvta.org/,registry_name_exact,registry:victor-valley-transit-authority-vvta
90149,City of Lompoc,City of Lompoc Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityoflompoc.com/transit/,registry_name_exact,registry:city-of-lompoc-transit-colt
90151,Southern California Regional Rail Authority,Metrolink,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.metrolinktrains.com/,registry_name_exact,registry:metrolink
90154,Los Angeles County Metropolitan Transportation Authority,Metro,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.metro.net/,registry_ntd_id,"registry:los-angeles-county-metropolitan-transportation-authority-la-metro,los-angeles-county-metropolitan-transportation-authority-la-metro-30"
90155,City of Vacaville,City Coach,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.citycoach.com/,registry_name_exact,registry:city-coach
90156,City of San Luis Obispo,SLO Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.slotransit.org,registry_name_exact,"registry:city-of-san-luis-obispo-transit,san-luis-obispo-regional-transit-authority-slorta"
90159,Western Contra Costa Transit Authority,WestCAT,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.westcat.org/,registry_ntd_id,registry:westcat
90161,City of Union City,Union City Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.uctransit.org/,registry_ntd_id,registry:union-city-transit
90162,The Eastern Contra Costa Transit Authority,Tri Delta Transit,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.trideltatransit.com/,registry_ntd_id,registry:tri-delta-transit
90163,City of Camarillo,Camarillo Area Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofcamarillo.org/residents/public_transportation/index.php,registry_ntd_id,registry:camarillo-area-transit
90164,Ventura County Transportation Commission,,CA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.goventura.org/,registry_ntd_id,"registry:ventura-county-transportation-commission,ventura-county-transportation-commission-3096"
90165,City of Thousand Oaks,Thousand Oaks Transit,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://toaks.gov/transit,registry_ntd_id,registry:thousand-oaks-transit
90168,City of Roseville,,CA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.roseville.ca.us/transit/,registry_name_exact,registry:roseville-transit
90171,City of Santa Clarita,Santa Clarita Transit,CA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://santaclaritatransit.com,registry_ntd_id,registry:santa-clarita-transit
