ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
00001,King County,King County Metro,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://metro.kingcounty.gov/,registry_name_exact,registry:king-county-metro
00002,Spokane Transit Authority,,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.spokanetransit.com/,registry_name_exact,registry:spokane-transit-authority-sta
00003,Pierce County Transportation Benefit Area Authority,Pierce Transit,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.piercetransit.org/,registry_name_exact,registry:pierce-transit
00004,Confederated Tribes of the Colville Indian Reservation,,WA,Reduced Reporter,Tribe,https://www.colvilletribes.com/transit-inchelium-ferry,registry_name_fuzzy,registry:colville-confederated-tribes-transit (jaccard 0.60)
00005,City of Everett,Everett Transit,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.everetttransit.org/,registry_name_exact,"registry:everett-transit,everett-transit-3038"
00006,City of Yakima,Yakima Transit,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.yakimatransit.org/,registry_name_exact,registry:yakima-transit
00007,Lane Transit District,,OR,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ltd.org/,registry_ntd_id,registry:lane-transit-district-ltd
00008,Tri-County Metropolitan Transportation District of Oregon,TriMet,OR,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.trimet.org/,registry_domain,registry:trimet-portland-streetcar
00010,Klamath Tribes,Quail Trail,OR,Reduced Reporter,Tribe,https://klamathtribes.org/planning-and-enterprise-department/,registry_name_exact,registry:quail-trail-public-transit
00012,Municipality of Anchorage,,AK,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.muni.org/Departments/transit,registry_domain,registry:anchorage-people-mover
00014,Sitka Tribe of Alaska,,AK,Reduced Reporter,Tribe,https://sitkatribe.org/our-services/transportation/,weak_shared_token,registry:ride-sitka
00016,City of Longview,RiverCities Transit,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.rctransit.org/,registry_name_exact,registry:rivercities-transit-rct
00018,Ben Franklin Transit,,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bft.org/,registry_name_exact,"registry:ben-franklin-transit,ben-franklin-transit-2024,ben-franklin-transit-2122"
00019,Intercity Transit,,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.intercitytransit.com/,registry_name_exact,"registry:intercity-transit,intercity-transit-2289"
00020,Kitsap County Public Transportation Benefit Area Authority,Kitsap Transit,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.kitsaptransit.com/,registry_name_exact,registry:kitsap-transit
00021,Whatcom Transportation Authority,,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridewta.com/,registry_name_exact,registry:whatcom-transportation-authority
00022,City of Pocatello,Pocatello Regional Transit,ID,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.pocatellotransit.com/,registry_name_exact,registry:pocatello-regional-transit
00023,City of Seattle,Seattle Center Monorail,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.seattlemonorail.com/,weak_shared_token,"registry:seattle-children-s-hospital-shuttle,sound-transit-metro-transit-city-of-seattle-king-county-metro"
00024,Clark County Public Transportation Benefit Area Authority,C-TRAN,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.c-tran.com/,registry_name_exact,registry:c-tran
00025,Salem Area Mass Transit District,Salem-Keizer Transit or Cherriots,OR,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cherriots.org/,registry_domain,registry:cherriots
00028,County of Pierce,Pierce County Ferry,WA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.co.pierce.wa.us/,registry_name_exact,registry:pierce-transit
00029,Snohomish County Public Transportation Benefit Area Corporation,Community Transit,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.communitytransit.org/,registry_name_exact,registry:community-transit-ct
00031,Shoshone-Bannock Tribes,,ID,Reduced Reporter,Tribe,https://www.shobandot.com/transit,no_candidate,
00033,Senior Services of Snohomish County,Homage Senior Services,WA,Reduced Reporter,Private-Non-Profit Corporation,http://www.homage.org/transportation/,weak_shared_token,registry:homage-d-arling-direct
00034,Rogue Valley Transportation District,,OR,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.rvtd.org/,registry_name_exact,"registry:rogue-valley-transportation-district-rvtd,rogue-valley-transportation-district-rvtd-3103,rogue-valley-transportation-district-rvtd-3219"
00035,Washington State Ferries,,WA,Full Reporter,State Government Unit or Department of Transportation,http://www.wsdot.wa.gov/ferries/,registry_name_exact,"registry:washington-state-ferries,washington-state-ferries-1331"
00036,Makah Tribal Council,,WA,Reduced Reporter,Tribe,http://www.makah.com/,weak_shared_token,"registry:kalispel-tribal-transit-kaltran,makah-public-transit,makah-public-transit-2196,muckleshoot-tribal-transit"
00040,Central Puget Sound Regional Transit Authority,Sound Transit,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.soundtransit.org/,registry_name_exact,registry:sound-transit
00041,Alaska Railroad Corporation,,AK,Full Reporter,State Government Unit or Department of Transportation,http://www.alaskarailroad.com,no_candidate,
00043,Chelan Douglas PTBA,Link Transit,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.linktransit.com/,registry_name_exact,registry:link-transit
00044,Skagit Transit,,WA,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.skagittransit.org/,no_candidate,
00045,Fairbanks North Star Borough,Metropolitan Area Commuter System,AK,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.fnsb.gov/transportation,registry_name_exact,registry:metropolitan-area-commuter-system
00046,City of Wilsonville,South Metro Area Regional Transit,OR,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridesmart.com/,registry_name_exact,"registry:south-metro-area-regional-transit-smart,south-metro-area-regional-transit-smart-2706"
00047,City of Corvallis,Corvallis Transit System,OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.corvallisoregon.gov/cts,registry_name_exact,"registry:city-of-corvallis,city-of-corvallis-2283"
00048,City of Lewiston,Lewiston Transit System,ID,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridethevalley.org,no_candidate,
00051,Asotin County Public Transportation Benefit Area,,WA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.asotincoptba.com,weak_shared_token,"registry:c-tran,lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba"
00053,Coeur d'Alene Tribe,Citylink Transit,ID,Reduced Reporter,Tribe,https://www.kcgov.us/490/Citylink-South-Routes,no_candidate,
00057,Central Oregon Intergovernmental Council,Cascades East Transit,OR,Full Reporter,"MPO, COG or Other Planning Agency",https://www.coic.org/transportation/cascade-east-transit/,registry_name_exact,registry:cascades-east-transit-cet
00058,City of Portland,Portland Streetcar,OR,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.portland.gov/transportation,registry_name_fuzzy,registry:trimet-portland-streetcar (jaccard 0.67)
00059,Josephine County,Josephine Community Transit,OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.josephinecounty.gov/departments/transit/index.php,registry_name_exact,registry:josephine-county-transit-jct
00061,City of Albany,"Albany Transit System, Linn-Benton Loop",OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation","albanytransit.com,taketheloop.com",registry_name_fuzzy,registry:linx-transit-linn-benton-loop-albany-transit-system (jaccard 0.80)
00063,City of Milton-Freewater,,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.mfcity.com/,registry_name_exact,"registry:city-of-milton-freewater-public-transportation,city-of-milton-freewater-public-transportation-2189"
00064,Valley Transit,,WA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.valleytransit.com/,weak_shared_token,registry:snoqualmie-valley-transportation
00065,Benton County,Benton Area Transit,OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.RidetheBAT.com,registry_name_exact,registry:benton-area-transportation
00085,Gulkana Village Council,Soaring Eagle Transit,AK,Reduced Reporter,Tribe,http://www.soaringeagletransit.com,no_candidate,
00095,Lummi Nation,Lummi Transit,WA,Reduced Reporter,Tribe,https://www.lummi-nsn.gov/Website.php?PageID=459,registry_name_exact,registry:lummi-transit
00103,Squaxin Island Tribe,Squaxin Island Transit,WA,Reduced Reporter,Tribe,http://squaxinisland.org/government/departments/community-development/squaxin-island-transit/,registry_name_exact,"registry:squaxin-island-transit,squaxin-island-transit-2197"
00111,Confederated Tribes and Bands of The Yakama Nation,Pahto Public Passage,WA,Reduced Reporter,Tribe,http://www.pahtotransit.com,registry_name_exact,registry:pahto-public-passage
00119,Confederated Tribes of the Umatilla Indian Reservation,Kayak Public Transit,OR,Reduced Reporter,Tribe,https://ctuir.org/tribal-services/planning/kayak-public-transit,registry_name_exact,registry:kayak-transit-ctuir
00135,Nez Perce Tribe,Appaloosa Express,ID,Reduced Reporter,Tribe,https://www.nezperce.org/bus/,no_candidate,
00199,Seldovia Village Tribe,Seldovia Bay Ferry,AK,Reduced Reporter,Tribe,http://seldoviabayferry.com,weak_shared_token,registry:inter-island-ferry
00207,Spokane Tribe of Indians,The Moccasin Express,WA,Reduced Reporter,Tribe,https://www.spokanetribe.com/resources/dnr/transit-services/,registry_name_exact,registry:the-moccasin-express
00285,Thurston Regional Planning Council,ruralTRANSIT,WA,Rural Reporter,"MPO, COG or Other Planning Agency",https://www.trpc.org/325/Rural-Transit,registry_name_exact,registry:ruraltransit
00286,Rural Resources Community Action,,WA,Rural Reporter,Private-Non-Profit Corporation,https://ruralresources.org/,no_candidate,
00287,People for People Moses Lake,,WA,Rural Reporter,Private-Non-Profit Corporation,https://www.mypfp.org/services/transportation/,weak_shared_token,"registry:lady-of-the-lake,people-for-people-community-connector"
00294,City of Pullman,Pullman Transit,WA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.pullmantransit.com,no_candidate,
00296,Tillamook County Transportation District,The Wave,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://nwconnector.org/agencies/tillamook-county-transportation-district/,weak_shared_token,registry:sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider
00297,People for People Yakima,,WA,Reduced Reporter,Private-Non-Profit Corporation,https://www.mypfp.org/services/transportation/,registry_name_fuzzy,registry:people-for-people-community-connector (jaccard 0.67)
00298,Island Transit,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://www.islandtransit.org/,registry_name_exact,registry:island-transit
00299,Klickitat County Senior Services,Mount Adams Transportation Service,WA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.klickitatcounty.org/363/Mount-Adams-Transportation-Service-MATS,registry_name_exact,registry:mount-adams-transportation-service
00301,South Clackamas Transportation District,,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.sctd.org,registry_name_exact,registry:south-clackamas-transportation-district
00303,Clallam Transit System,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.clallamtransit.com,registry_name_exact,registry:clallam-transit-system
00307,Coos County Area Transit,,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.coostransit.org,registry_name_exact,registry:coos-county-area-transit-ccat
00308,Curry County Public Transit Service District,Curry Public Transit Inc,OR,Rural Reporter,Private Provider Reporting on Behalf of a Public Entity,http://www.currypublictransit.org,registry_name_exact,registry:curry-public-transit
00309,Grant County Transportation Authority,Grant Transit Authority,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://www.granttransit.com/,registry_name_exact,registry:grant-transit-authority
00310,Lincoln County Transportation Service District,Lincoln County Transit,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://co.lincoln.or.us/transit,registry_name_exact,registry:lincoln-county-transit-lct
00311,Mountain Rides Transportation Authority,,ID,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.mountainrides.org,registry_name_exact,registry:mountain-rides-transportation-authority-mrta
00312,Hopesource,,WA,Rural Reporter,Private-Non-Profit Corporation,http://www.hopesource.us,no_candidate,
00313,Grant County Transportation District,The People Mover,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.grantcountypeoplemover.com,registry_name_exact,registry:people-mover
00314,Grays Harbor Transit,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://www.ghtransit.com/,registry_name_exact,registry:grays-harbor-transit
00315,Mason County Transportation Authority,Mason Transit Authority,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://www.masontransit.org/,registry_name_exact,registry:mason-transit-authority
00316,Jefferson Transit,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.jeffersontransit.com,registry_name_exact,registry:jefferson-transit-authority
00319,Hood River County Transportation District,Columbia Area Transit,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,ridecatbus.org,registry_name_exact,registry:columbia-area-transit-cat
00321,Yamhill County,Yamhill County Transit,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ycbus.org,registry_name_exact,registry:yamhill-county-transit-area
00322,Pacific Transit,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.pacifictransit.org,registry_name_exact,"registry:pacific-transit,pacific-transit-3112"
00323,Malheur Council on Aging and Community Services,,OR,Rural Reporter,Private-Non-Profit Corporation,www.mcoacs.org,registry_name_fuzzy,registry:malheur-council-on-aging-community-services (jaccard 0.86)
00327,Valley Transit,,AK,Reduced Reporter,Private-Non-Profit Corporation,http://www.valleytransitak.org,no_candidate,
00330,City of Canby,,OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.canbyoregon.gov/transportation/routes.htm,registry_name_exact,registry:canby-area-transit-cat
00331,Sunset Empire Transportation District,,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridethebus.org,weak_shared_token,registry:sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider
00332,Okanogan County Transportation & Nutrition,,WA,Rural Reporter,Private-Non-Profit Corporation,https://www.octn.org/what-we-do/transportation/,no_candidate,
00336,Skamania County Senior Services,,WA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.skamaniacounty.org/departments-offices/senior-services/services/public-transportation,weak_shared_token,registry:skamania-county-transit
00339,Basin Transit Service,Basin Transit Service Transportation District,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.basintransit.com,registry_name_exact,registry:basin-transit-service-bts
00341,Selkirks-Pend Oreille Transit Authority,,ID,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.spotbus.org/,no_candidate,
00343,Community Connection of Northeast Oregon,NEOTransit,OR,Rural Reporter,Private-Non-Profit Corporation,http://www.neotransit.org/,registry_name_fuzzy,registry:wallowa-community-connection-wcc-northeast-oregon-public-transit (jaccard 0.67)
00345,Glacier Valley Transit,,AK,Rural Reporter,Private-Non-Profit Corporation,www.glaciervalleytransit.com,no_candidate,
00347,"Regional Public Transportation, Inc.",SMART Transit,ID,Rural Reporter,Private-Non-Profit Corporation,http://www.smarttransit.org,no_candidate,
00348,"Senior Citizens of Sweet Home, Inc.",,OR,Rural Reporter,Private-Non-Profit Corporation,http://www.linnshuttle.com,no_candidate,
00358,Ketchikan Gateway Borough,The Bus,AK,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.kgbak.us,registry_name_exact,registry:ketchikan-gateway-borough
00359,City of Pendleton,Let'Er Bus,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://pendleton.or.us/transportation,registry_name_exact,registry:let-er-bus
00360,City of Woodburn,Woodburn Transit System,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.woodburn-or.gov/transit,weak_shared_token,registry:woodburn-transit-service-wts
00363,Clackamas County,Mt Hood Express and #ClackCo Shuttles,OR,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.clackamas.us/socialservices/transportation.html,registry_ntd_id,"registry:clackco-connects-clackamas-county-2741,sandy-area-metro-sam"
00364,Lewis County Transit,,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://lewiscountytransit.org,no_candidate,
00368,Lower Columbia Community Action Council,Lower Columbia CAP,WA,Rural Reporter,Private-Non-Profit Corporation,https://lowercolumbiacap.org/get-help/transportation/,registry_name_exact,registry:lower-columbia-cap-community-action-program
00371,Wahkiakum County,Wahkiakum on the Move,WA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.co.wahkiakum.wa.us/239/Transit,weak_shared_token,"registry:wahkiakum-ferry,wahkiakum-ferry-2193"
00373,Treasure Valley Transit,,ID,Reduced Reporter,Private-Non-Profit Corporation,www.treasurevalleytransit.com,weak_shared_token,registry:valley-regional-transit
00374,Harney County,Harney Hub Transit,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.co.harney.or.us/index.php/senior-community-services-center-home,registry_name_exact,registry:harney-county
00375,Columbia County,Columbia County Rider Transportation,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://nwconnector.org/agencies/columbia-county-rider/,registry_name_exact,registry:columbia-area-transit-cat
00376,"Ride Connection, Inc.",,OR,Full Reporter,Private-Non-Profit Corporation,http://www.rideconnection.org,registry_name_exact,registry:ride-connection
00377,City of Lebanon,Lebanon Interneighborhood Express,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.ci.lebanon.or.us/LINX,weak_shared_token,"registry:diamond-express,oregon-express-shuttle,rhody-express"
00382,Inter-Island Ferry Authority,,AK,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.interislandferry.com,registry_name_exact,registry:inter-island-ferry
00386,Special Mobility Services,,OR,Rural Reporter,Private-Non-Profit Corporation,http://www.sms1.org,weak_shared_token,registry:malheur-council-on-aging-community-services
00387,City of Bethel,Bethel Transit System,AK,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.cityofbethel.org,no_candidate,
00389,City of Sandy,,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.ci.sandy.or.us/transit,weak_shared_token,"registry:sandy-area-metro-sam,sandy-area-metro-sam-2739"
00391,City and Borough of Juneau,Capital Transit,AK,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://juneaucapitaltransit.org/,registry_name_exact,registry:capital-transit
00396,Mid-Columbia Economic Development District,,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.mcedd.org/industry-development/infrastructure/transportation/,weak_shared_token,"registry:columbia-area-transit-cat,sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider"
00400,Gwichyaa Zhee Tribal Transit Service,Native Village of Fort Yukon,AK,Reduced Reporter,Tribe,www.fortyukon.org,no_candidate,
00401,Lower Elwha Klallam Tribe,,WA,Reduced Reporter,Tribe,www.elwha.org,weak_shared_token,"registry:elwha-transit,jamestown-s-klallam,lower-columbia-cap-community-action-program"
00404,Shoshone County,,ID,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://shoshonecounty.id.gov/silver-express/,no_candidate,
00405,Okanogan County Transit Authority,TranGO,WA,Rural Reporter,Independent Public Agency or Authority of Transit Service,https://okanogantransit.com/,no_candidate,
00407,Muckleshoot Indian Tribe,,WA,Reduced Reporter,Tribe,https://tribaltransit.com/,weak_shared_token,registry:muckleshoot-tribal-transit
00409,Morrow County,Morrow County Loop,OR,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://cmmmobility.org/mcat/,registry_name_exact,registry:morrow-county-public-transit
00414,Ninilchik Village,BUMPS (Basic Unified Multi Path Services),AK,Reduced Reporter,Tribe,www.ninilchiktribe-nsn.gov,no_candidate,
00416,Boise State University,Bronco Shuttles,ID,Reduced Reporter,University,https://www.boisestate.edu/publicsafety-transportation/,no_candidate,
00459,Umpqua Public Transportation District,,OR,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.umpquatransit.com,no_candidate,
00460,Craig Tribal Association,,AK,Reduced Reporter,Tribe,www.craigtribe.org,no_candidate,
00464,Lane Council of Governments,Link Lane,OR,Rural Reporter,"MPO, COG or Other Planning Agency",https://link-lane.org/,registry_name_exact,registry:link-lane
10001,Rhode Island Public Transit Authority,RIPTA,RI,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.RIPTA.com/,registry_ntd_id,registry:rhode-island-public-transit-authority
10002,Manchester Transit Authority,,NH,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.mtabus.org/,catalog_name_exact,mdb:mdb-3432
10003,Massachusetts Bay Transportation Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mbta.com/,registry_ntd_id,registry:massachusetts-bay-transportation-authority-mbta
10004,Brockton Area Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridebat.com/,registry_name_exact,registry:brockton-area-transit-authority-bat
10005,Lowell Regional Transit Authority,LRTA,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.lrta.com/,registry_name_exact,registry:lowell-regional-transit-authority-lrta
10006,Southeastern Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.srtabus.com/,registry_name_exact,registry:southeastern-regional-transit-authority-srta
10007,Berkshire Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.berkshirerta.com/,registry_name_exact,registry:berkshire-regional-transit-authority-brta
10008,Pioneer Valley Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.pvta.com/,registry_name_exact,"registry:pioneer-valley-transit-authority-pvta,pioneer-valley-transit-authority-pvta-2416"
10013,Merrimack Valley Regional Transit Authority,Merrimack Valley Transit,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mevatransit.com/,registry_name_exact,registry:merrimack-valley-regional-transit-authority-mvrta
10014,Worcester Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.therta.com/,registry_name_exact,registry:worcester-regional-transit-authority-wrta
10015,Lewiston-Auburn Transit Committee,,ME,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.purplebus.org/,no_candidate,
10016,Greater Portland Transit District,METRO,ME,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gpmetro.org/,registry_name_fuzzy,registry:greater-portland-metro-bus (jaccard 0.75)
10040,Southeast Area Transit District,,CT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.seatbus.com/,registry_name_exact,"registry:southeast-area-transit-district,southeast-area-transit-district-2240"
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,DATTCO,CT,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,http://www.dattco.com/,weak_shared_token,registry:connecticut-transit
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,CTTransit,CT,Full Reporter,State Government Unit or Department of Transportation,http://www.cttransit.com/,registry_ntd_id,"registry:connecticut-transit,connecticut-transit-2840"
10050,Greater Bridgeport Transit Authority,,CT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gogbt.com/,registry_name_exact,registry:greater-bridgeport-transit
10051,Housatonic Area Regional Transit,HARTransit,CT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.hartransit.com/,no_candidate,
10053,Cape Ann Transportation Authority,CATA,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,www.canntran.com,registry_name_exact,registry:cape-ann-transportation-authority-cata
10055,Connecticut Department of Transportation - CTTRANSIT New Haven Division,CTTransit,CT,Full Reporter,State Government Unit or Department of Transportation,http://www.cttransit.com/,registry_domain,registry:connecticut-transit
10056,Connecticut Department of Transportation - CTTRANSIT Stamford Division,CTTransit,CT,Full Reporter,State Government Unit or Department of Transportation,http://www.cttransit.com/,registry_domain,registry:connecticut-transit
10057,Norwalk Transit District,,CT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.norwalktransit.com/,registry_name_exact,registry:norwalk-transit-district
10061,Montachusett Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mrta.us/,registry_name_exact,registry:montachusett-regional-transit-authority-mart
10064,Greater Attleboro-Taunton Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gatra.org/,registry_name_exact,registry:greater-attleboro-taunton-regional-transit-authority-gatra
10066,Green Mountain Transit Authority,,VT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridegmt.com,weak_shared_token,registry:green-mountain-community-network-gmcn
10086,Cooperative Alliance for Seacoast Transportation,,NH,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.coastbus.org/,no_candidate,
10087,City of Nashua,Nashua Transit System,NH,Full Reporter,"City, County or Local Government Unit or Department of Transportation",ridebigblue.com,no_candidate,
10088,Casco Bay Island Transit District,Casco Bay Lines,ME,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cascobaylines.com/,registry_name_exact,registry:casco-bay-lines
10096,City of Bangor,Community Connector,ME,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.bangormaine.gov/communityconnector,no_candidate,
10098,"Western Maine Transportation Services, Inc.",,ME,Full Reporter,Private-Non-Profit Corporation,http://www.wmtsbus.org/,no_candidate,
10102,Connecticut Department of Transportation,,CT,Full Reporter,State Government Unit or Department of Transportation,https://portal.ct.gov/DOT/Publictrans/Bureau-of-Public-Transportation/CTrail,weak_shared_token,registry:connecticut-transit
10105,Cape Cod Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.capecodrta.org/,registry_name_exact,registry:cape-cod-regional-transportation-authority-cape-cod-rta
10107,Milford Transit District,,CT,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.milfordtransit.com,no_candidate,
10112,City of South Portland,City of South Portland Bus Service,ME,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.southportland.org/departments/bus-transportation/,registry_name_exact,"registry:south-portland,south-portland-2641"
10114,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,BSOOB Transit,ME,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.BSOOBTransit.org,weak_shared_token,registry:biddeford-saco-old-orchard-beach-transit
10115,Northern New England Passenger Rail Authority,Amtrak Downeaster,ME,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.nnepra.com/,no_candidate,
10118,MetroWest Regional Transit Authority,,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mwrta.com/,registry_name_exact,registry:metrowest-regional-transit-authority-mwrta
10119,University Of New Hampshire,Wildcat Transit,NH,Reduced Reporter,University,http://www.unh.edu/transportation/,no_candidate,
10122,"Jalbert Leasing, Inc.",C&J Bus Lines,NH,Reduced Reporter,Private-For-Profit Corporation,http://www.ridecj.com/,no_candidate,
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,CTTransit,CT,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",http://www.northeastbus.com/,weak_shared_token,registry:connecticut-transit
10130,Connecticut Department of Transportation -CTTRANSIT New Britain,CTTRANSIT,CT,Full Reporter,Private Provider Reporting on Behalf of a Public Entity,http://www.nbtrans.com/,weak_shared_token,registry:connecticut-transit
10131,Northwestern CT Transit District,,CT,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.nwcttransit.com/,no_candidate,
10133,"Boston Express Bus, Inc.",,NH,Reduced Reporter,Private-For-Profit Corporation,http://www.bostonexpressbus.com/,no_candidate,
10137,"Advance Transit, Inc. NH",,VT,Rural Reporter,Private-Non-Profit Corporation,http://www.advancetransit.com,registry_domain,registry:advance-transit-at
10140,Estuary Transit District,River Valley Transit,CT,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.rivervalleytransit.com,weak_shared_token,registry:lower-hudson-valley-transit
