id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry,service_horizon_status
10-15-transit,10-15 Transit,2026-07-10,C,76.5,100.0,88.3,34.0,,53,within_review_threshold
10-15-transit-195,10-15 Transit,2026-07-10,C,76.5,100.0,88.3,34.0,,53,within_review_threshold
128-business-council,128 Business Council,2026-07-10,F,39.1,68.0,0.0,30.0,,-2747,within_review_threshold
128-business-council-440,128 Business Council,2026-07-10,F,39.1,68.0,0.0,30.0,,-2747,within_review_threshold
81-connection-citygo-kanconnect,"81 Connection, CityGo, KanConnect",2026-07-10,F,50.1,59.5,0.0,77.0,,-922,within_review_threshold
abq-ride,ABQ RIDE,2026-07-10,D,61.5,39.0,93.3,67.5,,56,within_review_threshold
academy-bus,Academy Bus,2026-07-10,F,42.3,68.8,0.0,38.9,,-1185,within_review_threshold
access-allegany,Access Allegany,2026-07-10,F,42.0,59.5,0.0,51.1,,-191,within_review_threshold
adams-county,Flex,2026-07-10,D,64.4,94.0,36.7,45.0,,22,within_review_threshold
addison-county-transit-actr,Addison County Transit (ACTR),2026-07-10,F,37.8,46.0,0.0,56.6,,-2382,within_review_threshold
addison-county-transit-actr-543,Addison County Transit (ACTR),2026-07-10,F,37.8,46.0,0.0,56.6,,-2382,within_review_threshold
adirondack-trailways-adp,Adirondack Trailways ADP,2026-07-10,F,45.1,49.2,85.0,7.5,,1635,within_review_threshold
adirondack-trailways-nyp,Adirondack Trailways NYP,2026-07-10,F,42.5,43.2,85.0,7.5,,1635,within_review_threshold
adirondack-trailways-pine-hill-trailways,Adirondack Trailways Pine Hill Trailways,2026-07-10,F,2.3,0.0,0.0,7.5,,-1652,within_review_threshold
advance-transit,Advance Transit,2026-07-10,C,74.3,69.8,100.0,59.9,,144,within_review_threshold
advance-transit-631,Advance Transit,2026-07-10,C,74.2,69.8,100.0,59.9,,144,within_review_threshold
advance-transit-at,Advance Transit (AT),2026-07-10,F,42.3,70.0,0.0,37.3,,-1206,within_review_threshold
airport-valet-express,Airport Valet Express,2026-07-10,F,44.5,69.5,0.0,45.0,,-2200,within_review_threshold
airport-valet-express-27,Airport Valet Express,2026-07-10,F,44.5,69.5,0.0,45.0,,-2200,within_review_threshold
akron-metro-regional-transit-authority-metro,Akron Metro Regional Transit Authority (METRO),2026-07-10,F,33.4,49.5,0.0,37.5,,-1273,within_review_threshold
akron-metro-regional-transit-authority-metro-2071,Akron Metro Regional Transit Authority (METRO),2026-07-10,B,80.9,90.5,71.7,75.0,,43,within_review_threshold
alameda-contra-costa-transit-district-ac-transit,Alameda-Contra Costa Transit District (AC Transit),2026-07-10,F,52.2,76.5,0.0,60.0,,-860,within_review_threshold
albany-transit-system,Albany Transit System,2026-07-10,F,33.6,50.0,0.0,37.5,,-740,within_review_threshold
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",2026-07-10,F,46.7,63.8,0.0,60.0,,-1744,within_review_threshold
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet-595,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",2026-07-10,F,46.7,63.8,0.0,60.0,,-1744,within_review_threshold
alexandria-dot,City of Alexandria,2026-07-10,C,75.5,94.0,100.0,30.0,,144,within_review_threshold
alexandria-transit-company-dash,Alexandria Transit Company (DASH),2026-07-10,C,71.0,75.0,86.7,52.9,,52,within_review_threshold
alhambra-community-transit,Alhambra Community Transit,2026-07-10,F,47.6,66.0,0.0,60.0,,-1652,within_review_threshold
alhambra-community-transit-211,Alhambra Community Transit,2026-07-10,F,47.6,66.0,0.0,60.0,,-1652,within_review_threshold
all-points-transit,All Points Transit,2026-07-10,C,77.4,86.0,100.0,47.4,,206,within_review_threshold
all-points-transit-2039,Flex v2 included,2026-07-10,F,59.8,82.0,36.7,47.1,,22,within_review_threshold
all-points-transit-212,All Points Transit,2026-07-10,C,77.4,86.0,100.0,47.4,,206,within_review_threshold
allegany-county-transit,Allegany County Transit,2026-07-10,F,25.1,30.5,0.0,37.5,,-2171,within_review_threshold
allen-county-regional-transit-authority,Allen County Regional Transit Authority,2026-07-10,C,79.0,84.0,100.0,55.1,,144,within_review_threshold
altamont-corridor-express,Altamont Corridor Express,2026-07-10,F,46.8,41.0,0.0,92.5,,-556,within_review_threshold
altavista-community-transit-system,Altavista Community Transit System,2026-07-10,B,80.2,94.0,100.0,45.0,,82,within_review_threshold
altavista-community-transit-system-882,Altavista Community Transit System,2026-07-10,B,80.2,94.0,100.0,45.0,,82,within_review_threshold
amador-transit,Amador Transit,2026-07-10,C,78.4,91.5,88.3,52.2,,53,within_review_threshold
amador-transit-92,Amador Transit,2026-07-10,C,78.4,91.5,88.3,52.2,,53,within_review_threshold
amarillo-city-transit,Amarillo City Transit,2026-07-10,F,50.2,77.2,0.0,52.5,,-1652,within_review_threshold
amtrak,Amtrak,2026-07-10,F,43.0,59.5,11.7,45.0,,7,within_review_threshold
amtrak-san-joaquins,Amtrak San Joaquins,2026-07-10,F,52.6,88.0,0.0,45.0,,-10,within_review_threshold
amtrak-vermonter,Amtrak Vermonter,2026-07-10,B,80.1,93.8,100.0,45.0,,143,within_review_threshold
anaheim-resort-transportation-art,Anaheim Resort Transportation (ART),2026-07-10,F,42.6,92.0,0.0,7.5,,,unknown
anchorage-people-mover,Anchorage People Mover,2026-07-10,D,65.8,88.0,100.0,60.1,0.0,322,within_review_threshold
ann-arbor-area-transportation-authority-theride,Ann Arbor Area Transportation Authority (TheRide),2026-07-10,D,69.7,71.5,56.7,77.5,,43,within_review_threshold
annapolis-transit,Annapolis Transit,2026-07-10,F,31.2,44.5,0.0,37.5,,-1804,within_review_threshold
annapolis-transit-2285,Annapolis Transit,2026-07-10,A,93.6,96.0,100.0,85.0,,82,within_review_threshold
antelope-valley-transit-authority-avta,Antelope Valley Transit Authority (AVTA),2026-07-10,F,39.2,52.0,0.0,52.5,,-1804,within_review_threshold
arcadia-transit,Arcadia Transit,2026-07-10,F,44.7,70.0,0.0,45.0,,-1652,within_review_threshold
arcadia-transit-215,Arcadia Transit,2026-07-10,F,44.7,70.0,0.0,45.0,,-1652,within_review_threshold
arcadia-transit-2243,Arcadia Transit,2026-07-10,F,59.3,85.5,50.0,30.0,,30,within_review_threshold
areawide-community-transportation-system,Areawide Community Transportation System,2026-07-10,F,57.2,88.0,0.0,59.9,,-283,within_review_threshold
arlington-transit,Arlington Transit,2026-07-10,C,71.1,68.0,100.0,37.9,89.2,325,within_review_threshold
arlington-transit-2434,Flex,2026-07-10,C,72.6,94.0,88.3,30.0,,53,within_review_threshold
arvin-transit,Arvin Transit,2026-07-10,F,42.3,74.0,0.0,31.9,,-1652,within_review_threshold
arvin-transit-216,Arvin Transit,2026-07-10,F,42.3,74.0,0.0,31.9,,-1652,within_review_threshold
asheville-rides-transit,Asheville Rides Transit,2026-07-10,D,68.2,84.0,100.0,75.3,0.0,174,within_review_threshold
asheville-rides-transit-903,Asheville Rides Transit,2026-07-10,D,68.2,84.0,100.0,75.3,0.0,174,within_review_threshold
astoria-riverfront-trolley,Astoria Riverfront Trolley,2026-07-10,B,84.7,93.5,100.0,60.0,,114,within_review_threshold
athens-public-transit,Athens Public Transit,2026-07-10,F,50.3,77.5,0.0,52.5,,-3113,within_review_threshold
athens-public-transit-1973,Athens Public Transit,2026-07-10,F,43.3,66.8,0.0,45.0,,-922,within_review_threshold
atlanta-streetcar,Atlanta Streetcar,2026-07-10,F,55.7,79.0,0.0,67.5,,-3113,within_review_threshold
atlantic-regional-commission,Atlantic Station Shuttle (FREE RIDE),2026-07-10,F,39.8,75.0,0.0,22.5,,-4574,within_review_threshold
atomic-city-transit,Atomic City Transit,2026-07-10,B,84.4,90.5,100.0,63.4,,174,within_review_threshold
auburn-transit,Auburn Transit,2026-07-10,F,17.5,7.8,0.0,45.0,,-1378,within_review_threshold
auburn-transit-217,Auburn Transit,2026-07-10,F,17.5,7.8,0.0,45.0,,-1378,within_review_threshold
auburn-transit-2275,Auburn Transit,2026-07-10,D,63.2,55.2,100.0,45.0,,1635,within_review_threshold
avalon-transit,Avalon Transit,2026-07-10,F,56.4,86.0,0.0,60.0,,-831,within_review_threshold
avalon-transit-12,Avalon Transit,2026-07-10,F,56.4,86.0,0.0,60.0,,-831,within_review_threshold
avon-transit,Avon Transit,2026-07-10,F,49.4,72.0,0.0,57.4,,-453,within_review_threshold
avon-transit-2040,Flex v2 included,2026-07-10,C,76.4,92.0,88.3,45.0,,53,within_review_threshold
avon-transit-218,Avon Transit,2026-07-10,F,49.4,72.0,0.0,57.4,,-453,within_review_threshold
avon-transit-2433,Avon Transit,2026-07-10,B,88.3,84.0,100.0,85.0,,138,within_review_threshold
baca-area-transportation,Baca Area Transportation,2026-07-10,C,73.8,90.0,100.0,30.0,,144,within_review_threshold
baldwin-park-transit,Baldwin Park Transit,2026-07-10,F,39.1,68.0,0.0,30.0,,-1652,within_review_threshold
baldwin-park-transit-219,Baldwin Park Transit,2026-07-10,F,39.1,68.0,0.0,30.0,,-1652,within_review_threshold
barrie-transit,Barrie Transit (Ontario),2026-07-10,C,72.3,76.0,100.0,45.0,,113,within_review_threshold
basin-transit-service-bts,Basin Transit Service (BTS),2026-07-10,C,75.0,92.0,86.7,42.0,,52,within_review_threshold
bay-area-rapid-transit-bart,Bay Area Rapid Transit (BART),2026-07-10,D,60.1,48.8,46.7,67.5,84.2,28,within_review_threshold
bay-area-transportation-authority,Bay Area Transportation Authority,2026-07-10,F,44.6,52.8,0.0,68.7,,-1644,within_review_threshold
bay-area-transportation-authority-223,Bay Area Transportation Authority,2026-07-10,F,44.6,52.8,0.0,68.7,,-1644,within_review_threshold
bay-area-transportation-authority-2254,Bay Area Transportation Authority,2026-07-10,F,54.8,49.0,85.0,38.7,,26837,unusually_distant
bay-state-cruise-company,Bay State Cruise Company,2026-07-10,B,80.2,94.0,100.0,45.0,,128,within_review_threshold
bay-town-trolley,Bay Town Trolley,2026-07-10,F,53.3,66.0,0.0,78.3,,-222,within_review_threshold
bay-town-trolley-337,Bay Town Trolley,2026-07-10,F,53.3,66.0,0.0,78.3,,-222,within_review_threshold
bay-transit,Bay Transit,2026-07-10,B,80.5,84.0,100.0,60.0,,114,within_review_threshold
bay-transit-224,Bay Transit,2026-07-10,B,80.5,84.0,100.0,60.0,,114,within_review_threshold
bay-transit-2439,Flex,2026-07-10,C,78.6,79.8,100.0,59.9,,114,within_review_threshold
beach-cities-transit,Beach Cities Transit,2026-07-10,D,62.2,83.0,0.0,52.5,100.0,-1286,within_review_threshold
beach-cities-transit-1999,Beach Cities Transit,2026-07-10,D,68.1,75.0,85.0,45.0,,26837,unusually_distant
beaumont-transit,Beaumont Transit,2026-07-10,B,84.0,91.2,100.0,61.2,,175,within_review_threshold
beaumont-transit-106,Beaumont Transit,2026-07-10,B,84.0,91.2,100.0,61.2,,175,within_review_threshold
beaver-county-transit-authority,Beaver County Transit Authority,2026-07-10,F,45.0,76.0,0.0,37.5,,-1652,within_review_threshold
beaver-county-transit-authority-2262,Beaver County Transit Authority,2026-07-10,C,77.0,92.0,100.0,37.5,,174,within_review_threshold
bell-gardens-trolley,Bell Gardens Trolley,2026-07-10,F,49.6,70.5,0.0,60.0,,-556,within_review_threshold
bellflower-bus,Bellflower Bus,2026-07-10,F,46.7,74.5,0.0,45.0,,-556,within_review_threshold
bellflower-bus-3095,Bellflower Bus,2026-07-10,C,79.0,98.8,86.7,45.0,,52,within_review_threshold
beloit-transit,Beloit Transit,2026-06-27,F,37.8,86.5,0.0,0.0,,,unknown
beloit-transit-392,Beloit Transit,2026-06-30,F,37.8,86.5,0.0,0.0,,,unknown
ben-franklin-transit,Ben Franklin Transit,2026-07-10,F,55.9,84.0,0.0,61.2,,-831,within_review_threshold
ben-franklin-transit-2024,Ben Franklin Transit,2026-07-10,B,84.8,100.0,100.0,51.5,,155,within_review_threshold
ben-franklin-transit-2122,Ben Franklin Transit,2026-07-10,B,87.9,100.0,100.0,51.5,100.0,155,within_review_threshold
benson-area-transit,Benson Area Transit,2026-07-10,F,51.7,86.0,0.0,45.0,,-191,within_review_threshold
benson-area-transit-229,Benson Area Transit,2026-07-10,F,51.7,86.0,0.0,45.0,,-191,within_review_threshold
bent-county-transit,Bent County Transit,2026-07-10,F,46.2,74.0,0.0,44.3,,-1302,within_review_threshold
bent-county-transit-230,Bent County Transit,2026-07-10,F,46.2,74.0,0.0,44.3,,-1302,within_review_threshold
bent-county-transportation,Flex,2026-07-10,C,79.1,92.0,100.0,44.3,,144,within_review_threshold
benton-area-transportation,Benton Area Transportation,2026-07-10,D,70.0,92.0,100.0,60.0,13.9,83,within_review_threshold
benton-area-transportation-3109,Benton Area Transportation - Flex V2,2026-07-10,B,80.7,87.8,100.0,55.2,,83,within_review_threshold
berks-area-regional-transportation-authority-barta,Berks Area Regional Transportation Authority (BARTA),2026-07-10,F,45.4,77.0,0.0,37.5,,-1287,within_review_threshold
berks-area-regional-transportation-authority-barta-2064,Berks Area Regional Transportation Authority (BARTA),2026-07-10,D,61.7,57.0,100.0,37.5,,177,within_review_threshold
berkshire-regional-transit-authority-brta,Berkshire Regional Transit Authority (BRTA),2026-07-10,B,84.6,88.0,88.3,76.7,,53,within_review_threshold
berkshire-regional-transit-authority-brta-537,Berkshire Regional Transit Authority (BRTA),2026-07-10,B,84.6,88.0,88.3,76.7,,53,within_review_threshold
bethesda-circulator,Bethesda Circulator,2026-07-10,F,49.9,82.0,0.0,45.0,,-647,within_review_threshold
bettendorf-transit,Bettendorf Transit,2026-07-10,B,84.9,94.0,100.0,60.0,,83,within_review_threshold
biddeford-saco-old-orchard-beach-transit,Biddeford Saco Old Orchard Beach Transit,2026-07-10,C,78.9,82.0,100.0,57.6,,174,within_review_threshold
big-blue-bus,Big Blue Bus,2026-07-10,F,43.8,53.5,48.3,38.1,29.4,29,within_review_threshold
birmingham-jefferson-county-transit-authority,Birmingham Jefferson County Transit Authority,2026-07-10,F,19.1,19.5,0.0,33.8,,-1314,within_review_threshold
birmingham-jefferson-county-transit-authority-max,Birmingham Jefferson County Transit Authority (MAX),2026-07-10,F,46.0,69.2,0.0,50.3,,-2748,within_review_threshold
birmingham-jefferson-county-transit-authority-max-2263,Birmingham Jefferson County Transit Authority (MAX),2026-07-10,F,34.8,53.5,0.0,36.4,,-405,within_review_threshold
birnie-bus,Birnie Bus,2026-07-10,F,58.8,59.5,100.0,24.7,,217,within_review_threshold
bisbee-bus,Bisbee Bus,2026-07-10,A,99.4,99.5,100.0,98.9,,549,within_review_threshold
black-ball-ferry-line,Black Ball Ferry Line,2026-07-10,A,98.2,96.0,100.0,100.0,,177,within_review_threshold
black-ball-ferry-line-286,Black Ball Ferry Line,2026-07-10,A,98.2,96.0,100.0,100.0,,177,within_review_threshold
blackhawk-and-central-city-tramway,Blackhawk and Central City Tramway,2026-07-10,B,81.9,98.0,100.0,45.0,,174,within_review_threshold
blackhawk-and-central-city-tramway-2041,Flex v2 included,2026-07-10,B,81.9,98.0,100.0,45.0,,174,within_review_threshold
blackhawk-and-central-city-tramway-234,Blackhawk and Central City Tramway,2026-07-10,B,81.9,98.0,100.0,45.0,,174,within_review_threshold
blacksburg-transit,Blacksburg Transit,2026-07-10,F,57.0,92.0,20.0,37.5,,21,within_review_threshold
blackstone-area-bus-service,Blackstone Area Bus Service,2026-07-10,C,74.8,81.8,100.0,44.8,,234,within_review_threshold
blackstone-area-bus-service-235,Blackstone Area Bus Service,2026-07-10,C,74.8,81.8,100.0,44.8,,234,within_review_threshold
block-island-ferry,Block Island Ferry,2026-07-10,C,77.0,76.0,100.0,60.0,,94,within_review_threshold
block-island-ferry-554,Block Island Ferry,2026-07-10,C,77.0,76.0,100.0,60.0,,94,within_review_threshold
bloom-bus,Bloom Bus,2026-07-10,F,44.5,69.5,0.0,45.0,,-1316,within_review_threshold
bloom-tours,Bloom Tours,2026-07-10,F,46.4,79.2,0.0,37.5,,-3842,within_review_threshold
bloomington-transit,Bloomington Transit,2026-07-10,F,32.1,57.0,0.0,22.9,,-1420,within_review_threshold
bloomington-transit-2066,Bloomington Transit,2026-07-10,C,75.3,77.5,100.0,52.5,,347,within_review_threshold
blossom-express,Blossom Express,2026-07-10,B,81.9,98.0,100.0,45.0,,207,within_review_threshold
blossom-express-236,Blossom Express,2026-07-10,B,81.9,98.0,100.0,45.0,,207,within_review_threshold
blue-apple-bus-company,Blue Apple Bus Company,2026-07-10,C,77.9,99.5,100.0,30.0,,174,within_review_threshold
blue-gold-fleet,Blue & Gold Fleet,2026-07-10,F,53.9,63.0,0.0,84.2,,-824,within_review_threshold
blue-grass-community-action-partnership,Bluegrass Ultra-Transit Service,2026-07-10,D,63.1,92.0,35.0,45.0,,21,within_review_threshold
blue-grass-community-action-partnership-362,Bluegrass Ultra-Transit Service,2026-07-10,D,63.1,92.0,35.0,45.0,,21,within_review_threshold
blue-sky-limo-llc,Blue Sky Limo LLC,2026-07-10,F,54.6,82.0,0.0,60.0,,-191,within_review_threshold
blue-star-bus,Blue Star Bus,2026-07-10,F,47.5,76.5,0.0,45.0,,-2747,within_review_threshold
blue-star-bus-256,Blue Star Bus,2026-07-10,F,47.5,76.5,0.0,45.0,,-2747,within_review_threshold
boston-express,Boston Express,2026-07-10,C,73.4,87.0,85.0,45.0,,905,within_review_threshold
boston-harbor-islands-ferries,Boston Harbor Islands Ferries,2026-07-10,F,38.7,61.5,0.0,37.7,,-2832,within_review_threshold
boston-harbor-islands-ferries-2073,Boston Harbor Islands Ferries,2026-07-10,A,95.3,100.0,100.0,85.0,,95,within_review_threshold
boston-harbor-islands-ferry,Boston Harbor Islands Ferry,2026-07-10,A,98.2,96.0,100.0,100.0,,94,within_review_threshold
boulder-county,Boulder County,2026-07-10,F,48.1,67.2,0.0,60.0,,-1470,within_review_threshold
boulder-county-880,Boulder County,2026-07-10,F,48.1,67.2,0.0,60.0,,-1470,within_review_threshold
boxcar,Boxcar Commuter Bus,2026-07-10,B,82.4,99.0,100.0,45.0,,365,within_review_threshold
breckenridge-free-ride,Breckenridge Free Ride,2026-07-10,F,46.7,80.0,0.0,37.4,,-89,within_review_threshold
breckenridge-free-ride-237,Breckenridge Free Ride,2026-07-10,F,46.7,80.0,0.0,37.4,,-89,within_review_threshold
breeze-transit,Breeze Transit,2026-07-10,F,31.7,50.0,0.0,31.6,,-441,within_review_threshold
brightline-trains-llc,Brightline Trains LLC,2026-07-10,C,79.6,78.0,85.0,77.5,,294,within_review_threshold
bristol-virginia-transit,Bristol Virginia Transit,2026-07-10,B,84.0,92.0,100.0,60.0,,206,within_review_threshold
bristol-virginia-transit-238,Bristol Virginia Transit,2026-07-10,B,84.0,92.0,100.0,60.0,,206,within_review_threshold
brite,Brite,2026-07-10,F,35.2,56.5,0.0,33.7,,-190,within_review_threshold
brockton-area-transit-authority-bat,Brockton Area Transit Authority (BAT),2026-07-10,C,76.9,82.5,88.3,59.8,,53,within_review_threshold
brockton-area-transit-authority-bat-422,Brockton Area Transit Authority (BAT),2026-07-10,C,76.9,82.5,88.3,59.8,,53,within_review_threshold
broome-county-transit-b-c-transit,Broome County Transit (B.C. Transit),2026-07-10,F,38.3,45.0,0.0,59.4,,-1287,within_review_threshold
broome-county-transit-b-c-transit-2079,Broome County Transit (B.C. Transit),2026-07-10,B,84.3,92.8,100.0,59.9,,174,within_review_threshold
broward-county-transit,Broward County Transit,2026-07-10,A,90.4,100.0,100.0,69.3,,78,within_review_threshold
brown-county-heartland-express,Flex v2 included,2026-07-10,D,62.6,90.0,36.7,45.0,,22,within_review_threshold
brown-county-heartland-express-2296,Fixed route + flex,2026-07-10,B,80.2,94.0,100.0,45.0,,206,within_review_threshold
buc-shuttle,Buc Shuttle,2026-07-10,F,39.8,75.0,0.0,22.5,,-4574,within_review_threshold
buena-vista-ferry,Buena Vista Ferry,2026-07-10,C,72.9,84.0,88.3,45.0,,53,within_review_threshold
bullhead-area-transit-system,Bullhead Area Transit System,2026-07-10,B,85.3,95.0,100.0,60.0,,174,within_review_threshold
bullhead-area-transit-system-109,Bullhead Area Transit System,2026-07-10,B,85.3,95.0,100.0,60.0,,174,within_review_threshold
burbankbus,BurbankBus,2026-07-10,F,55.0,45.0,85.0,45.0,,26837,unusually_distant
burlington-urban-service,Burlington Urban Service,2026-07-10,C,75.2,88.0,100.0,37.5,,82,within_review_threshold
burlington-urban-service-199,Burlington Urban Service,2026-07-10,C,75.2,88.0,100.0,37.5,,82,within_review_threshold
burns-paiute-tribal-transit,Burns Paiute Tribal Transit,2026-07-10,C,75.5,94.0,100.0,30.0,,83,within_review_threshold
bustang-outrider,Bustang Outrider,2026-07-10,B,80.7,86.0,100.0,57.8,,206,within_review_threshold
butler-county-regional-transit-authority,Butler County Regional Transit Authority,2026-07-10,F,36.8,68.0,0.0,22.5,,-1882,within_review_threshold
butte-regional-transit-b-line,Butte Regional Transit (B-Line),2026-07-10,F,45.2,82.0,0.0,30.0,,-195,within_review_threshold
butte-silver-bow,Butte-Silver Bow,2026-07-10,F,48.7,74.0,0.0,52.3,,-1957,within_review_threshold
butte-silver-bow-291,Butte-Silver Bow,2026-07-10,F,48.7,74.0,0.0,52.3,,-1957,within_review_threshold
bwi-thurgood-marshall-airport-bwi-shuttle,BWI Thurgood Marshall Airport (BWI) Shuttle,2026-07-10,F,46.2,61.0,0.0,62.5,,-1287,within_review_threshold
c-tran,Clark County Public Transportation Benefit Area,2026-07-10,B,84.1,83.5,100.0,75.1,80.4,64,within_review_threshold
c-tran-305,C TRAN,2026-07-10,F,37.2,35.0,0.0,69.9,,-1287,within_review_threshold
calabasas-transit-system,Calabasas Transit System,2026-07-10,F,47.5,70.0,0.0,53.9,,-1652,within_review_threshold
calabasas-transit-system-296,Calabasas Transit System,2026-07-10,F,47.5,70.0,0.0,53.9,,-1652,within_review_threshold
calaveras-transit,Calaveras Transit,2026-07-10,B,80.7,88.0,100.0,55.0,,173,within_review_threshold
calaveras-transit-93,Calaveras Transit,2026-07-10,B,80.7,88.0,100.0,55.0,,173,within_review_threshold
caltrain,Caltrain,2026-07-10,A,93.2,90.5,100.0,91.7,,205,within_review_threshold
caltrain-54,Caltrain,2026-07-10,A,93.2,90.5,100.0,91.7,,205,within_review_threshold
calvert-county-public-transportation,Calvert County Public Transportation,2026-07-10,F,30.9,32.5,0.0,53.3,,-1810,within_review_threshold
camarillo-area-transit,Camarillo Area Transit,2026-07-10,B,83.4,98.0,100.0,49.8,,206,within_review_threshold
camarillo-area-transit-297,Camarillo Area Transit,2026-07-10,B,83.4,98.0,100.0,49.8,,206,within_review_threshold
campus-area-rapid-transit-cart,Campus Area Rapid Transit (CART),2026-07-10,D,66.9,83.0,85.0,30.0,,26837,unusually_distant
canby-area-transit-cat,Canby Area Transit (CAT),2026-07-10,B,83.2,94.0,100.0,54.6,,175,within_review_threshold
canby-ferry,Canby Ferry,2026-07-10,C,79.3,92.0,100.0,45.0,,113,within_review_threshold
cape-ann-transportation-authority-cata,Cape Ann Transportation Authority (CATA),2026-07-10,C,80.0,90.0,88.3,59.2,,53,within_review_threshold
cape-ann-transportation-authority-cata-447,Cape Ann Transportation Authority (CATA),2026-07-10,C,80.0,90.0,88.3,59.2,,53,within_review_threshold
cape-cod-regional-transit-authority,Flex,2026-07-10,F,41.3,51.8,0.0,59.6,,-14,within_review_threshold
cape-cod-regional-transportation-authority-cape-cod-rta,Cape Cod Regional Transportation Authority (Cape Cod RTA),2026-07-10,F,51.9,75.8,0.0,59.9,,-14,within_review_threshold
cape-cod-regional-transportation-authority-cape-cod-rta-645,Cape Cod Regional Transportation Authority (Cape Cod RTA),2026-07-10,F,51.9,75.8,0.0,59.9,,-14,within_review_threshold
cape-lookout-national-seashore,CALO Ferry Service,2026-07-10,B,87.5,100.0,100.0,60.0,,233,within_review_threshold
capital-area-transit-goraleigh,Capital Area Transit (GoRaleigh),2026-07-10,F,51.8,76.8,0.0,58.3,,-831,within_review_threshold
capital-area-transit-goraleigh-1983,Capital Area Transit (GoRaleigh),2026-07-10,F,42.8,71.0,0.0,37.5,,-709,within_review_threshold
capital-area-transit-goraleigh-2074,Capital Area Transit (GoRaleigh),2026-07-10,C,71.9,88.0,86.7,37.5,,52,within_review_threshold
capital-area-transit-goraleigh-471,Capital Area Transit (GoRaleigh),2026-07-10,F,51.8,76.8,0.0,58.3,,-831,within_review_threshold
capital-area-transit-system-cats,Capital Area Transit System (CATS),2026-07-10,F,46.2,58.8,35.0,37.5,,-141,within_review_threshold
capital-area-transit-system-cats-2065,Capital Area Transit System (CATS),2026-07-10,D,64.7,64.0,100.0,37.5,,174,within_review_threshold
capital-area-transportation-authority-cata,Capital Area Transportation Authority (CATA),2026-07-10,D,64.3,62.0,73.3,37.1,93.2,44,within_review_threshold
capital-district-transportation-authority-cdta,Capital District Transportation Authority (CDTA),2026-07-10,A,90.3,83.0,83.3,100.0,97.9,50,within_review_threshold
capital-metro,Capital Metro,2026-07-10,C,72.9,69.2,60.0,74.9,89.6,36,within_review_threshold
capital-trailways,Capital Trailways,2026-07-10,F,46.7,80.0,0.0,37.5,,-684,within_review_threshold
capital-transit,Capital Transit,2026-07-10,B,81.3,84.0,100.0,62.7,,72,within_review_threshold
capital-transit-294,Capital Transit,2026-07-10,B,81.3,84.0,100.0,62.7,,72,within_review_threshold
capital-transit-310,Capital Transit,2026-07-10,F,43.5,69.2,0.0,42.3,,-1561,within_review_threshold
capitol-corridor-joint-powers-authority-capitol-corridor,Capitol Corridor Joint Powers Authority (Capitol Corridor),2026-07-10,D,61.1,73.5,0.0,92.5,,-1106,within_review_threshold
caravan-airport-transportation,Caravan Airport Transportation,2026-07-10,B,84.0,92.0,100.0,60.0,,114,within_review_threshold
carlsbad-municipal-transit-system,Carlsbad Municipal Transit System,2026-07-10,F,42.9,71.5,0.0,37.2,,-3844,within_review_threshold
carlsbad-municipal-transit-system-2284,Carlsbad Municipal Transit System,2026-07-10,F,55.4,84.0,0.0,59.7,,-191,within_review_threshold
carroll-transit-system,Carroll Transit System,2026-07-10,F,42.3,49.5,0.0,66.2,,-1621,within_review_threshold
carson-circuit,Carson Circuit,2026-07-10,F,42.7,65.5,0.0,45.0,,-1835,within_review_threshold
carson-circuit-298,Carson Circuit,2026-07-10,F,42.7,65.5,0.0,45.0,,-1835,within_review_threshold
cascade-point,Cascade POINT,2026-07-10,F,49.6,70.5,0.0,60.0,,-1821,within_review_threshold
cascades-east-transit-cet,Cascades East Transit (CET),2026-07-10,F,48.4,68.0,0.0,59.8,,-808,within_review_threshold
cascades-east-transit-cet-138,Cascades East Transit (CET),2026-07-10,F,48.4,68.0,0.0,59.8,,-808,within_review_threshold
casco-bay-lines,Casco Bay Lines,2026-07-10,F,46.6,79.5,0.0,37.7,,-1404,within_review_threshold
cat-tran-shuttle,Cat Tran Shuttle,2026-07-10,F,36.8,52.0,0.0,45.0,,-1712,within_review_threshold
cat-tran-shuttle-146,Cat Tran Shuttle,2026-07-10,F,36.8,52.0,0.0,45.0,,-1712,within_review_threshold
cat-tran-shuttle-2206,Cat Tran Shuttle,2026-07-10,F,34.9,63.0,0.0,23.4,,-574,within_review_threshold
catalina-express,Catalina Express,2026-06-30,F,26.2,60.0,0.0,0.0,,,unknown
catalina-flyer,Catalina Flyer,2026-07-10,F,47.6,66.0,0.0,60.0,,-1652,within_review_threshold
catalina-flyer-300,Catalina Flyer,2026-07-10,F,47.6,66.0,0.0,60.0,,-1652,within_review_threshold
catholic-community-services,Catholic Community Services,2026-07-10,F,57.0,88.0,36.7,30.0,,22,within_review_threshold
catholic-community-services-2159,Catholic Community Services,2026-07-10,F,57.0,88.0,36.7,30.0,,22,within_review_threshold
